,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,Class
0,399.2338908567267,0.4881374553098518,566.6644514698094,187.9322033898305,328.45422983977755,288.0,517.3627267611229,395.87795865333686,161.02374371027545,227.47119761321503,312.34577760858053,412.96270441604867,1.4034010030455513,232.4745762711865,267.43728068723516,389.53221828654665,298.1898379568326,59.06440864175054,391.9118569584217,260.1762860831568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
1,399.2338908567267,0.4881374553098518,566.6644514698094,187.9322033898305,328.45422983977755,288.0,517.3627267611229,395.87795865333686,161.02374371027545,227.47119761321503,312.34577760858053,412.96270441604867,1.4034010030455513,232.4745762711865,267.43728068723516,389.53221828654665,298.1898379568326,59.06440864175054,391.9118569584217,260.1762860831568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
2,399.2338908567267,0.4881374553098518,566.6644514698094,187.9322033898305,328.45422983977755,288.0,517.3627267611229,395.87795865333686,161.02374371027545,227.47119761321503,312.34577760858053,412.96270441604867,1.4034010030455513,232.4745762711865,267.43728068723516,389.53221828654665,298.1898379568326,59.06440864175054,391.9118569584217,260.1762860831568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
3,399.2338908567267,0.4881374553098518,566.6644514698094,187.9322033898305,328.45422983977755,288.0,517.3627267611229,395.87795865333686,161.02374371027545,227.47119761321503,312.34577760858053,412.96270441604867,1.4034010030455513,232.4745762711865,267.43728068723516,389.53221828654665,298.1898379568326,59.06440864175054,391.9118569584217,260.1762860831568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
4,399.2338908567267,0.4881374553098518,566.6644514698094,187.9322033898305,328.45422983977755,288.0,517.3627267611229,395.87795865333686,161.02374371027545,227.47119761321503,312.34577760858053,412.96270441604867,1.4034010030455513,232.4745762711865,267.43728068723516,389.53221828654665,298.1898379568326,59.06440864175054,391.9118569584217,260.1762860831568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
5,183.2542290121822,3.2542393571239407,413.76270358845335,104.13559735831566,174.03390658103814,259.25423315015894,469.0847623146186,436.0678048861229,0,0,0,0,0,0,0,0,411.05083918167367,203.38983050847457,502.7118644067797,329.220363810911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
6,183.2542290121822,3.2542393571239407,413.76270358845335,104.13559735831566,174.03390658103814,259.25423315015894,469.0847623146186,436.0678048861229,0,0,0,0,0,0,0,0,411.05083918167367,203.38983050847457,502.7118644067797,329.220363810911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
7,183.2542290121822,3.2542393571239407,413.76270358845335,104.13559735831566,174.03390658103814,259.25423315015894,469.0847623146186,436.0678048861229,0,0,0,0,0,0,0,0,411.05083918167367,203.38983050847457,502.7118644067797,329.220363810911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
8,38.440686242055094,47.18644481594279,175.66104177701268,251.11863992981992,132.27119057865463,253.28813973119702,264.06779661016947,302.64408434851686,0,0,0,0,0,0,0,0,58.30508474576271,232.67797437764833,137.15255478681144,287.99999172404665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
9,38.440686242055094,47.18644481594279,175.66104177701268,251.11863992981992,132.27119057865463,253.28813973119702,264.06779661016947,302.64408434851686,0,0,0,0,0,0,0,0,58.30508474576271,232.67797437764833,137.15255478681144,287.99999172404665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom
